post_id,post,class
2466,nonsense . monuments to evil still remain . washington jefferson they owned slaves it's good . white race might will never die due to ignorance,implicit_hate
20236,"end #tps and send the 50,000 #haitians back home via",implicit_hate
16927,frc praises the house for defunding planned parenthood and obama health law #fb,not_hate
12965," five immigration falsehoods from the white house  "" ; """,not_hate
15551,uk telegraph : racial conflicts will dominate the 21st century via,not_hate
1258,chicago showers locker room policy with criticism - i would never let my daughters be subject to this . :,not_hate
17418,white genocide accelerates in france : at least 1 in 3 newborns are non-white | more : via,implicit_hate
12207,actually goes back to 1640  and perrigrin white  pilgrim child .,not_hate
8175,theoretically  overturning roe v wade would increase white birthrate without increasing non-white birthrate .,implicit_hate
5460,video : muslim speaker in canada calls for full implementation of islam  says migrant influx helps build caliphate,implicit_hate
2927," why not  "" individual "" "" determination ? why "" "" pro white "" "" or "" "" pro black "" "" ? white and black are fake categories . """,not_hate
14727,white pride = hate ? your indoctrination is showing .,not_hate
11633,just remember this : me ( biracial ): wow he beat everyone in class ? weird.black : he must of cheated.white : it's expected  he's white .,implicit_hate
1478,just noticed that has very few if any black executive vice presidents . could be with better jobs more black fathers would want kids,implicit_hate
14457,ok to hate new york city again : it looks like new york citys brief flirtation with white civilization ( 1994 ...,implicit_hate
4026,dearly for their crimes against the white british subjects !,implicit_hate
7506," rt this is making buchanan's  "" culture war "" "" speech sound like a stump speech #rncincle """,not_hate
6916,he's still a zionist shill that will throw people in prison for anti-semitism just like the rest of europe,implicit_hate
21393,"So how much Indian ARE you? I mean, you don't look it.",implicit_hate
11770,so it sounds like you're trying to get by with just being white ( not a race ) .,not_hate
17637,1 / i was ruminating on this earlier and decided that cerno  like milo  is useful in that he triggers leftists,not_hate
18435,"  "" i wont be deterred by some tall people standing near me . "" "" """,not_hate
14141,conservatism is a racket anyway . professional conservatives are just people who want a job #cpac,not_hate
8380," 2 . mexico encourages their people to immigrate to the us precisely because it serves as an  "" escape valve "" "" """,implicit_hate
4773,#whitegenocide = white revolution is the only solution #standupwhiteman #14words,implicit_hate
10442,because the whites in charge are self-hating . they're still in charge though . white supremacy . :/,implicit_hate
21206,I studied zoology It helped me better understand black people and their behavior,implicit_hate
7699,can you imagine how horrible & dysfunctional a white ethnostate would be ? israel excepted  ethnonationalism is evil,not_hate
15428,so he's just a white obama,not_hate
8151,the immortals : protesting against the death of the white race ( video ) via,not_hate
555,just look at all those white supremacists helping those they hate down in texas ... ironic  perfect example of the love we have 4 our brothers,not_hate
1721,the x-racial crime differential is a mere 3 %  not the whopping 80 % as your sensationalized poster indicates !,not_hate
10522,gary cohn praises antifa - - who exist to suppress free speech and free assembly - - for standing up for freedom,not_hate
20828,This pajeet bitch needs to seriously fuck off.,implicit_hate
17326,the white supremacy of ingesting wholemilk,not_hate
8760,i am a southerner and i love the south but this issue must be set aside for now . we have bigger problem,not_hate
17901,i am here i stand in the gap for the unborn babies,not_hate
16746,: optics and tactics via,not_hate
10243," i'm so tired of msm created  "" optics "" "" we need to push fa """,not_hate
13921," rt : texas cartoon jihadi  "" would never waver from the teachings he picked up in the mosque "" "" """,implicit_hate
18493," rt yelling  "" i hate white people "" "" and punching one isnt a hate crime  canadian judge rules """,not_hate
11741,republican congress are the ones undermining the white house,not_hate
20987,What's the difference between a black person and a chicken? One's free range,implicit_hate
4373,remember the us senate defended lynchings up until 2004 or so & jim crow was backed by officials . #hoodsoff #opkkk,not_hate
4114,how is die whites die not a hate crime ? oohhhh wait ya i forgot ... it's not racist to call for the dearth of white people,implicit_hate
6000,how could a jew be a part of any sort of white identity movement  alt right or otherwise ? jews aren't white,not_hate
9205,white nationalists rallied in tennessee via,not_hate
15545,trump is not a racist and never has been . john lewis is the racist,not_hate
8737,hello media honchos ! is malda not a part of india ? or is silence the new strategy ?,not_hate
8468,- america's fascist sheriffs : keeping america safe from grandmas and math students .,not_hate
2177,combining iq and bmi  both total averages are a 47 .,not_hate
14774,you can't cut taxes for people with a negative tax rate . at least not without increasing government spending even more .,not_hate
5646," i think has a great point ! #maga and we say  "" merry christmas "" "" now too ! america is coming ba """,not_hate
18201,thank indian authorities for the message they had sent  to show solidarity : francois richier  french ambassador,not_hate
5094,i'm 4 cultural preservation . i def don't want some homogenized caricature of liberal cosmopolitanism . my ideal model is what ussr aspired 2 in its early days  b4 the stalinist degeneration in the 1930s : a unified confederation that respects distinct cultures & self-determination,not_hate
15419,she doesn't recognize white people's right to exist  and alexandria is 60 % white  so why would she care ? it's simple math .,implicit_hate
18423,you're white ? i thought you were spanish ?,not_hate
2624,the moslem religion was made illegal in the us years ago . obama just chose to ignore the law .,not_hate
968," . in your article  "" white rage and racist thought  "" "" you call white supremacist richard spencer "" "" robert spencer . "" "" kindly correct . """,not_hate
8743,hillary clinton is a major national security risk . not presidential material !,not_hate
13594,see  white people did some good stuff too,not_hate
2863," hmmm ... maybe no future for white america or any americans in  "" mystery babylon "" "" """,not_hate
7395,why be against capitalism ? socialism serves its purpose so far  until the money's gone . a suggestion . the anp needs a money manger .,not_hate
9986,the altright is probably more pro-evolution than the general population . look at or and youll find theyre mostly secular people .,not_hate
18875,people get what they allow - i like the anp ! 88,not_hate
6192,no wall ever you racist dummies,not_hate
4360,racist and supremacist when it's convenient for you.fuck you otherwise  can't help,not_hate
9994,the cm of bengal has banned a thousand year old tradition of durga puja to appease muslims #durgapujaban,not_hate
14138,congress has reduced law enforcement agencies to a farce . why request kejriwal when he is liable to be summarily evicted ?,not_hate
16347,swiss blogger sentenced to six months in jail for question the ' six million ' ! read more : via,not_hate
9344," rt here is a link to buy your own  "" it's okay to be white "" "" shirt . lowest price available = zero profits will be made . """,not_hate
3245,i am a proud white male . #shiningalight,not_hate
15268,jewish student organization seeking legal action against student leaders who participated in chat mocking holocaust,not_hate
14720,white people is evil they say ! ! !,not_hate
3390,mr . those who fell into the hands of islamic invaders had only two choices - either convert or get killed .,implicit_hate
13536,our native american senator  goofy elizabeth warren  couldnt care less about the american workerdoes nothing to help !,not_hate
13732,was a verified twitter account . now banned . many popular alt-right accounts gone today . mere words on a screen scare the establishment . and we b * tch about china  putin & north korea . #censorship #1a,not_hate
16133,if the alt right hadn't alienated the oath keepers who had to step up and be the adults ...,not_hate
16979,honest inquiry for the  do you hate all non-white races equally ? i seriously like the compassion displayed towards animals  though .,not_hate
10191,you reallly do go to low places don't you ? how ignorant of you .,not_hate
1510,love & loyalty to our white race = greatest virtue,not_hate
20754,"enough is enough! call out all democrats and republicans who deny this, says this #american - and end the free ride!",implicit_hate
21070,What do blacks and this thread have in common? Both are gonna get locked up,implicit_hate
14369,leftist mob violence rules the day in charlottesville .,not_hate
159," rt rt #makeamericagreatagain #trump2016  "" thank you for all of your support  south carolina ! "" "" ; """,implicit_hate
9363," those  "" evil  racist white cops "" "" in mo #ferguson """,not_hate
11207," zach d roberts  antifa  "" journalist "" "" is also on that side . be on the lookout . """,not_hate
14025,: robertspencer hatemongerbe brave an admit you are fulfills christian / jew zionist hate agenda against 1 .,implicit_hate
7901,it is a terrorist plot  target israel or india,not_hate
5052,human rights group hiding information about white genocide in south,not_hate
20139,islam must be eradicated. third jihad is coming to an end. no more obama protection. deport all muslims.,implicit_hate
4223,its great to be white . i like it .,not_hate
10798,race war in manhattan : black power militants storm restaurants and harass white patrons via,not_hate
20707,"bravo.. you have to stop them at all cost, the muslim and the globalist.",implicit_hate
11680,new york : sicilian terrorist / governor andrew cuomo prepares to purge nyc of all confederate tributes via,implicit_hate
18999,trump admin w'd fully support us whites in class action 4genocide ! ? ! ?,implicit_hate
5718,#algorithm white power !,implicit_hate
12212,after witnessing the latest #trucon come apart over this mexican judge  are you surprised federal judges have walked all over them ?,not_hate
18697,has been invaded left and right  north and south  since the fall of the roman empire  that's why you have people that look ethnically diverse,not_hate
20212,"it shouldn't be easy, no welfare, no social security to illegals.",implicit_hate
20068,"if a man can cut off his penis and be a woman, then all categories are fair game.thank you liberals",implicit_hate
4569,where's ' jewish council ' aka statement on mb spiritual leader qaradawi edict to ummah :,implicit_hate
2368,it's fine unless he is murdered and someone wants to put up a memorial . that would be racist .,not_hate
6766,antifa weren't attacking cars in,not_hate
18780,it's islam so that doesn't count  you have to be white and white only,not_hate
11803,that's racist elder . wait  youre black  ummm  your followers are racist ... or something just has to be racist ... right ? ? ?,not_hate
1515,maybe the wall will be made of one way mirrors ? i think land mines would be cheaper and a greater deterrent !,not_hate
8126,that is what bo wants - racial division .,not_hate
1630,same-sex spouses get new federal rights  holder says via,not_hate
3168,excited for #vvs15 ! follow and for insight on faith  family  & freedom in our nation's capital .,not_hate
5994,hitler is most popular ! !,not_hate
17284,the biggest treasonous criminal in america is squatting in the white house trying to get us all killed,not_hate
2782,white vs jew : stark contrast of phenotypes,implicit_hate
19927,but we should support other races aborting their kids.,implicit_hate
4357,protect us from heterosexual white men .,implicit_hate
7485," netanyahu to iran : dont threaten us  we're not a rabbit we're a tiger . if you threaten us you endanger yourself .  "" """,not_hate
3030,american diversity work in progress : black teens kill white girl for bicycle via,implicit_hate
5431,this will stop when antifa types start serving jail and prison time for this stuff .,not_hate
19100,you follow and retweet ppl who believe in the same pseudo iq theory and trump is linked to them as well,not_hate
20708,hurry! why travel to middle east? enjoy thrill of beheading & rapes right in your town!! vote for hillary.,implicit_hate
12398,i drove once from a different location and the drive was beautiful . many of the same  excellent people will be there,not_hate
18685,first rule of #altright is bring an extra pair of pants,not_hate
4260,looking for : white comic inkers  letterers  and pencilers #trs,not_hate
3705,wow imagine feeling so self conscious you have to put other people down hmmm can't relate,not_hate
17826,elin krantz : just another dead white liberal female raped to death by non-white via,implicit_hate
17877,hillary  i think you have a few more questions to answer than dt does . you still never answered the pay for play question at the 3rd debate .,not_hate
11881,very few white americans have one single ethnic origin  we are a new race of european-descended people created in america,not_hate
5648," i'm sure some are organic . but when the president of npi richard spencer calls russia the  "" sole white power "" "" in the world 1/2 """,not_hate
16971,hey guys anyway i can join up ? i follow orders really well . just ask anybody  no one does #uncletom like me !,implicit_hate
14481,post-abortive woman : seeing my aborted baby was the worst moment of my life,not_hate
18366,white men,not_hate
17121,more like this to come if white people don't stand up for ourselves . of offers sound hate free advice unlike left,implicit_hate
17909,i dont see how that would work in the current america or is your goal for the south to be a independent ethno state ?,not_hate
1584,or is it because he supports a white president that people claim is racist with no proof ?,not_hate
16823,bannon is in the corner writing speeches for the rubes while reince fills the cabinet full of cucks and globalists .,not_hate
14971,adf's ceo michael farris comments on administration's religious freedom guidance :,not_hate
20805,"jeff, let's hit these illegal sanctuary cities in the pocketbook, just where it hurts..then watch them get in line very quickly !",implicit_hate
6912,he never will . he hates white people and our country even more .,implicit_hate
247,: same old propaganda machine mt us will lunch airstrikes agnst muslims ( majority casualties,not_hate
15570,watch antifa member attack a supporter at the event . #auburnlive #auburn #altright,implicit_hate
