post_id,post,implicit_class
8004,no . this is the nation of the united states of america . white people are indigenous to the usa .,stereotypical
17518,"  "" gentrification "" "" means white people move in "" "" diversity "" "" means white people chased out #whitegenocide """,white_grievance
17340,this #corrupt #us government is very #racist - it hates #whitepeople with a passion . ( hint #zog ),white_grievance
3409,no-that would be outrageous  since they have no citizenship rights and pay no taxes ! who represents american taxpayers ?,incitement
19805,"that entry fee might be a great idea-cut tourist traffic way down for them-$-yes, good idea. what an idiot to make that proposal!",irony
20047,"illegals flying, adults in high school, ms-13 recruiting, mccain ripped!(follow the links and use all of this",incitement
21093,What does a redneck girl say when she meets her first lover? Hi dad!,irony
10437,atheist  marxist  communist  are child molester sodomites . that is the fuhrer adolf hitler victimized,stereotypical
20268,the best way to counter this - do a reverse taqqiya on them. make the bastards believe you are friendly and stick it to them.,threatening
7240,the #us #education system discourages critical thinking skills . hence the ignorant hate that persists against #hitler & national-socialism .,white_grievance
10584,i have seen this woman on youtube she is fantastic and so knowledgeable on muslim history and their infestation of the western world,inferiority
2141,behind mongrelization of white,white_grievance
9294," as riots rage   "" moderate "" "" palestinians circulate lie about israel trying to destroy al-aqsa mosque in 1969 : ... """,stereotypical
19770,"honey, they skipped me too. i don't think whoever gives out white privileges likes me at all.",irony
7826,i get it . asia for the asians . africa for the africans . white countries for every,white_grievance
17469,y vote they all screw us white folks anyway ...,white_grievance
20976,What do you call two Mexicans playing basketball? Juan on Juan,irony
7691,but thats deceptive bcuz not all pigmentated people fail . is it african ethnic groups ? is it a tribal mentality ?,stereotypical
19414,"for the good of the american people, defund santuary cities, the are a lawless haven for criminal illegals.",threatening
20455,no to dance. pack up. your taco wagon.,threatening
6369,this makes me want to hang a large banner denoucing degeneracy at any lgbt story hour event . just sayin,stereotypical
21315,what do you call a mentally handicapped jew ? aushwistic .,irony
12041," all of these  "" kinks "" "" seem to be designed to emasculate the white male while encouraging the destruction of the white family . """,white_grievance
21362,Your mom is Brazilian isn't she? Maybe she could come to the school sometime for gym and teach the class how to dance samba!,stereotypical
6977,i'm a nationalist  and white . ergo  white nationalist . so long as identity politics exist  we must play the game  or lose by not showing up .,incitement
16378,the immigration act of 1790 stipulated white but by further law never defined . unfortunately jews were considered white,incitement
3410,non whites already have groups to help them . the federal government  for instance .,white_grievance
19426,"what else should american's know about them?who trained,funded and equipped these animals?ameri",inferiority
5830,and they don't restrict the raping to their own women  no no . they rape thousands of white girls every year . white men rape < 10 black women .,stereotypical
13642,the evolution of white genocide,white_grievance
9985,the #trucons inside the #cagopconvention are probably ready to surrender to the mexican forces . california isn't the hill to die on .,white_grievance
21074,"A white man and a black man play hide and seek at night. Who has the advantage? The white man, as the cops are on his side.",irony
7928,jews crown miss holocaust survivor in morbid beauty pageant #withjewswelose,stereotypical
599,muslims are commanded to kill all jews ! see verse :,stereotypical
19855,"don't worry, that fake fearless girl statue funded by wall street bankers will stay up.",irony
3027,america was 95 % white until 1965 . the rest of the west was even more white . we borrow technology that works  but not other people .,incitement
20390,"we kill, we go to jail. they slaughter us and get rewarded. miss me with this nonsense",white_grievance
21038,Whats tougher than a white man roaming the streets of Compton.... A dog roaming the streets of China,irony
5574,you can't be a jew and on the alt right . the alt right is woke to the jq,stereotypical
4864,and let's in only rich white immigrants  keeping out the undesirable  non-white poor which is its ultimate goal .,inferiority
20244,hook book and hang em,threatening
20903,Illegal immigration has soared back to pre-Trump levels because NOTHING is being done about it. They're not afraid.,threatening
14086,asian countries for asians . black countries for blacks but white countries for everybody ? ' anti racist ' is a codeword for anti white .,white_grievance
19356,find me a study any time anywhere where blacks outperform any other race on intelligence tests.,inferiority
11933,white americans need to identify and fight #whitegenocide #whitepride #identitarian # via,incitement
7011,instead of washing muslims feet  apologizing for islam . francis should watch this video .,irony
21353,"She's a girl, of course she has mood swings.",inferiority
20530,solution: release them south of the border,threatening
2492,ooga booga where da white wimmin at,irony
17516,"  "" : adolf "" "" smiley face "" "" t-shirt from the white resister : "" "" ; """,incitement
2659,this is what your pathetic good white sentiment will get you . take notes people .,incitement
18477," rt : libtards hate this one :  "" what happens to white women who date black men "" "" """,inferiority
15318,my ancestors conquered this land . why would i squander my inheritance ?,incitement
2092,adolf #hitler speaking on #economics : #nazi #whitepower #whitepeople #ows #oo #occupy #banksters,incitement
5886,but you keep the jew as whites to help bolster your per capita numbers ... not once have you complained about jews being listed white,white_grievance
20115,"native americans were here first, there's no denying it, and they didn't secure their borders. see what happens?",irony
4854,also we want people to integrante and for white people to not become a persecuted minority  because wha,white_grievance
20627,shouldn't have funds for any illegals other than expediting them out of here asap.,threatening
687,selma plot . let me guess . completely virtuous black folks & the generous yankees & jews fight against the evil southern white man . yay ...,irony
8073,rt the active shooter in charleston sc is a crazy black man not a white supremacist . i know you democrat race baiters ( cont,stereotypical
20444,"no amnesty, for any illegal.",incitement
19385,"1/what is it with these vile, savage animals and excrement? too bad there's no world mar",inferiority
7902,it is good that blacks are driving a wedge between them and white people ! we must make sure our people are aware !,incitement
5269,only in america can a muslim bonnie and clyde terrorist team kill and the white man gets blamed for it .,stereotypical
1750,though all white men & women r not jews all jews  white men & women  i'm white man & jew.ur not even a man or woman !,inferiority
10616,i'm from the south  and i'm sorry but white identity > southern identity,incitement
10405,ah  right . i forgot  the only valid people are the straight white ones .,irony
18177,sorry but jews aren't white,stereotypical
19640,i beg your pardon; every people have been repaired in latter generations except black people;all have been recouped,inferiority
19727,build a wall so rednecks can pick strawberries and bus tables,irony
9181,when they feel like it  wouldn't care about jewish power if the pro-white jews outnumbered anti-white jews .,stereotypical
4839,about time white people of the midwest . rise and join us .,incitement
15079,daily terrorism the new normal in the lands of diversity  aka white countries & only white countries .,stereotypical
7996,never i hope it's degrading can't believe the germans they have sunk so low !,inferiority
20052,we should give every intolerant muslim that choice. go back or try to be a productive american.,irony
180,#aryan men & women will either rise up to fight for their heritage  children  & future  or the white race will cease to exist . choose now .,incitement
19383,im going to demand welfare for allamerican citizens in the 3rd world and de,irony
12854,which is why we need an indefinite moratorium on immigration and refugee resettlement . we need legislation today . tomorrow is far too late .,incitement
3035,and in an even bigger surprise : a jew calls another jew a jew to get another jew to cry -> wait for,irony
2302,i believe that sjw are making white men the scapegoats  like hitler did w jews .,white_grievance
1208,are you on a kill list ? islamic state has posted names of 15000 american citizens on kill lists . #scn,incitement
8157,the only whites who are declining are white liberals  white conservatives and everything to the right of them are multiplying . whites of tomorrow will be fewer but they will be far more right wing and far right . everything is going our way,incitement
6370,this may be a horrible thing to say but are black lives matter #blm the new klu klux klan ? they both racially hate & despise others,white_grievance
1040," the realist report :  "" the tattoo business as we know it was largely created by jews "" "" #withjewswelose """,stereotypical
19265,no does round them up and drop there tb infected asses at obama's new home and homes of hollywood celebs,inferiority
17766,but it's because jooos . if it was any other ethnicity  you'd be a little less ticked . tell me i'm wrong .,white_grievance
2548,shoot to kill . these are not refugees . these are invaders .,threatening
16702,#whatilove is the amazing  creative  white race . #whiteppl #whitepeople #whitepride,incitement
10450,black lives matter has helped trump more that they have helped solve any problems in their communities  congrats  you played yourself ;),white_grievance
1891,you're so stupid . jew is ethic  catholic is a religion .,incitement
17329,there is now a national white privilege conference . why is there not a stop race baiting and stop blaming the white man national conference ?,white_grievance
20256,"he would have been alive if she didn't come here for her freebies,,,",white_grievance
14159,do immigrants ever ask why  for whom  they happen to live in the west ? #nrx,incitement
16552,why is india  a hindu majority nation  being expected to house the very rohingya terrorists who are killing hindus in myanmar ?,incitement
19645,get these un american swamp creatures out of our government,inferiority
4507,this is why people have to come all the way from south china to teach africans how to mine in their own countries,stereotypical
4615,why shouldn't we be out in force and messaging on the scene immediately after each and every attack on our people by non whites ?,white_grievance
21363,You're a girl. You're not expected to know where it is.,other
19733,"that seems a little harsh elder. you know wackos kill people. oh, wait a minute, i guess you're right!!",irony
3416,now you have ' white guilt ' debates and anti-white agitation all over your country  blm  antifa etc . wish you lots of fun with that .,white_grievance
14221,hey jared  jews may look white  but they sure dont act white ! | daily stormer,incitement
13227,dramatic rise of white flight in britain : masses of white families escape from multiracial areas ! read more :,incitement
878,white power | read more : via,incitement
302,are we actually fighting an asymmetrical war against white genocide or are we just playing tiddlywinks with enemies who mean to kill us ?,white_grievance
18784,its okay to be white .,incitement
8039,people are now aware that islam is not a race so it is not racist to hate muslims . muslims are people that join an evil cult .,stereotypical
21183,Homeless Where do Western Hobo's go for food?  Food shelter   Where do Asian Hobo's go for food?  Dog shelters,irony
21047,What do you call two chimps that fall in love? Black people.,inferiority
5562,wow you guys put up more posters ! truly a major victory for the white race,irony
20452,wrong! they can't be let into the usa period!! #trump2016,threatening
12577,none ! semites aren't white .,incitement
7651,and there was an underlying white identity resurgence to trump's campaign . it's why the jews freaked so much .,stereotypical
16982,how else are you going to make white people breed outside their race ? majority of whites do not,incitement
20350,deport all illegals now! send usbp to cities to assist ice to deport every illegal!,threatening
12368,here's a fact  if america was 100 % white it would be vibrant  prosperous &,incitement
7322,unfortunately explicit white segregation is literally illegal under us law . black and brown people can segregate explicitly  but we cant .,white_grievance
21161,What do you say to a black guy in a three piece suit? Will the defendant please rise,irony
15192,i hate the media  how manipulative and vile they are  always covering up for islam  but quick to demonize white people .,white_grievance
19459,white power black parasite. blacks have contributed nothing to humanity.,inferiority
15056,can you give us examples of some of these more equal societies that have less crime ? any that are not white or asian in particular ?,stereotypical
7976,most muslim terrorists are white  what are they talking abt ?,stereotypical
20776,"no amnesty, no criminal records. allow them a limited grace period to stay in the us and apply for citizenship. get in line for immigration and prove to be an asset to the country or leave!",threatening
16060,he's bitter stalin eventually cracked down on the jews . too late for the white russians,white_grievance
18498," third worlders are labeled  "" white "" "" to conceal #whitegenocide """,white_grievance
21286,"offensive joke . well , i hope anyway a little black jewish boy says to his daddy , "" dad am i more black or jewish ? "" "" why do you ask ? "" , says the dad . the boy says , "" well a guy at school has a bike for sale for $ <number> and i ca n't decide if i want to haggle him down to $ <number> or just steal it . """,irony
1586,or white genocide,white_grievance
4585,white lion rising,incitement
5265,omg the royals have been brainwashed . happened once they denied their christian beliefs . every person ever alive can fit into tx w / space,incitement
19142,needs to be thrown out of our country he is here illegal,threatening
11145," hey bud  you forgot to credit yourself for screaming  "" we hate white people "" "" . we were standing right next to you idiot #liar """,white_grievance
19695,"now i can't go into mexico & bring a chihuahua over the border in2 the us, but this fella', can cross the border illegally w/ a human child?",irony
19155,illegal aliens dare authorities to deport them #immigration #tcot #teaparty,incitement
17502,you should go to a kkk gathering  i heard they have fried chicken,incitement
16241,no  just londoners . where being white  british & proud sees you proclaimed a racist big,white_grievance
5866,blood joining . sort of like america if you think about it . most lodges are white  intentionally white,incitement
2090,absolute proof jews enemyof white race !,incitement
20282,"trump has the veto power and must use it to kill this unconstitutional """"bill"""" (if it makes it to his desk).. and then start the deportation of all the illegals.",threatening
16007,especially on a campus that has professors advocating against white makes and for white genocide,white_grievance
7473," funny how it's  "" racist "" "" to get the white vote  while they openly want the votes from jews  blacks  hispanics  etc . """,white_grievance
19575,you cannot build an ethnostate without an insane amount of killing and violence,threatening
2309,i heard thereare no white people in africa  you should go there .,stereotypical
19460,we dont want. illegals to be sick and spread diseases!,inferiority
7447,"  "" diversity "" "" is code for no more white faces . the white race is the only race that has genuine diversity . #tcot #ccot """,white_grievance
13376,in india if u speak against hindus it's free speach . speak against muslims  it's racism . they can break laws  not obey copswe cant !,white_grievance
12892,why is #whitelivesmatter racist ? it isn't ...,white_grievance
20663,"#noamnesty ,forward deployment is economic security.",threatening
3578,they want it called a hate incident so they can imply white trump supporters did it . cair is an anti-us hate organization .,white_grievance
20418,"1st, #border control; 2nd #e-verify; then discuss #deportation priorities & #daca.",incitement
20723,we need to retake control of our borders. no more syrian migrants. these pple are animals. beware the rivers of blood.,inferiority
7764,gee i wonder why . why dont you tell us more about how ( ( ( you ) ) ) hate all white people ?,white_grievance
11324,anti-white shootings in nyc ?,white_grievance
21393,"So how much Indian ARE you? I mean, you don't look it.",other
20307,60% unemployment in black communities. close the border and hire americans first! #boycottstarbucks #maga,white_grievance
19342,"aside from your other defects, you need to learn to read, go back again, read it, think about it.",inferiority
17729,apparently black people don't think white people have civil rights .,white_grievance
8056,racist attacks on white dutch people by mobs of muslim immigrants continue ( video ) va,stereotypical
3908,: white genocide accelerates in sweden : university removes all portaits of white male professors,white_grievance
315,because of course #whitepeople need #billboard #marketing kkk #kkk,incitement
13792,white pride world wide,incitement
16260,obviously they hate white people and will increase their attacks on us . whites need to arm themselves now !,white_grievance
20416,"important read --> amnesty in the ndaa is not open, honest, or fair",white_grievance
3645,white ( guilt ) knight,white_grievance
9841,normal white person > its okay to be white clown world response > youre fired and banned from any traditional employment opportunities for the rest of your life,white_grievance
7380,white people have no value to the left and the white on the left hate themselves,white_grievance
6709,: race war in manhattan : black power militants storm restaurants and harass white patrons,white_grievance
4859,altrighters are already moving there . without legislation to force integration  all white / black areas are inevitable .,incitement
14315,islam is a white man's fraud .,stereotypical
9374," whites defending themselves against #antiwhite attackers is  "" racist "" "" ! anti-racist is a code word for #antiwhite . """,white_grievance
19637,"well, first they're not human. second, it depends on what you cross. not every mixture's gonna give you white achievement.",inferiority
10565,how deep is the poz ? #withjewswelose,incitement
11777,soon there will be a white guilt test . if you feel less than ' somewhat bad ' about your white privilege  your spot goes to a biracial  disabled tranny .,irony
776,they do stand for one thing : zionism.jew nationalism - good ! white nationalism - bad ! why is that ?,stereotypical
8982,r u stupid ? there is no white irish person .. irish is a race.white is not.to call yourself white already puts u in the same culture,incitement
10817,rising 3rd world invasion in britain : 69 % of school children in london are non-white | read more : via,stereotypical
8607,black lives matter calls for white deaths so they are another hate group .,white_grievance
12125,#germans are great people stop #jews an others from degrading your race an be #proud you #white #heritage,white_grievance
13334,i find it offensive that chose anti-white indian to give response to #sotu . we need pro-white voices in gop .,incitement
13189,call us names all you want  but white identity is here to stay & it's only going to continue to grow . #whitegenocide,white_grievance
19125,the sin nature of the unregenerate!,inferiority
13988,... also  organized jewry and anti-white,white_grievance
12451,instead  all white people are in obama's race database ...,white_grievance
9098,they better stary with 2:106 of koran & though written for jew objection can be applied to all of the korans hate / intolerance,stereotypical
4536,waffen-ss reenactor t-shirt from the white resister | read more : via,incitement
13629,that vulnerability : the genetic recessiveness of the white race !,incitement
19136,"when it comes to dirty laundry, the world is the maid of the middle east",inferiority
20032,"yes, we do . want them thrown out. i dont care if they r all jose einsteins. r illegal and constitution, ours at least. says out they go.",irony
15028,belgium : non-white invader rapes white woman after dont rape course | read more : via,stereotypical
8408," mixing easter and holocaust commemoration : literal holocaustianity !  "" that jew died for you "" "" ... """,irony
5424,they realized that it is easier to co-exist with the white super race and live off their wealth ! ! !,stereotypical
18734,i would put forward that he is more of a white black . like white hispanic . cuz ... messaging . ;),incitement
12705,sure sounds like an obama employee . mcmaster having ties to nefarious islamic groups is to be as must,stereotypical
16125,i'm so sick of candlelight vigils for the victims of #diversity . i want more for my people . they deserve more than a melting candle to remember them by . they deserve justice . the middle classes will be provoked  and their rage will not subside .,incitement
16963,he's an identitatarian and a white nationalist  not a white supremacist . what's wrong with fascism ?,white_grievance
16235,new york isn't white it's jewish,stereotypical
21095,"I love the Legend of Zelda games. Name the games after the girl so she feels important, but has next-to-no involvement whatsoever in them.",irony
20474,#obamasux this #islam lover must be removed from power! retweet if you agree!#fuckislam,incitement
21280,what is ironic about the lgbt <allcaps> flag ? all the colors are straight .,irony
20867,Israeli Prime Minister Vows Complete Annihilation Of Democratic Party In America,stereotypical
20834,"I am just one of the Australians supporting Tommy Robinson, and I hope there are millions more. The UK and especially England are a part of me, my language, my culture, my history. I look forward to the day I can visit and witness Tommy speaking in person. Until then, I'm taking warrior lessons from Tommy. FIGHT!",threatening
18577,adolf hitler : jews can never rule the world unless they bastardize the white european races,incitement
17397,we shouldn't be intimidated for loving our white race .,incitement
10178,yes evidently spreading racist anti white  anti western lies and propaganda . europe has gone muslim . are you jew,white_grievance
20821,Bury that POS and curse the traitor to hell. https://www.theamericanconservative.com/articles/m... #MAGA #TAOTD #PresidentTrump,threatening
12675,since i'm half white can i still join ? ? i may appear black but i'm white in my heart #whitelivesmatter #whitepride,inferiority
16793,and sure  kebab  what could a jew ever do to us ? if they kill us then they are dead  extinguished from the earth . capisce ? same with you .,threatening
12548,muslims hate jews . 18c has nothing to do with islamic jew hatred .,stereotypical
20945,"Why was the pastor bad at slang? He took the saying, ""I feel you"" too literal.",irony
7984,my fave question to ask counter protesters ( who are always majority white ) is why do they hate white people .,white_grievance
19888,they should start giving them a mandatory 10 years hard labor. then see how many wet backs wanna enter our country.,threatening
11211,#charlottesville #unitetheright & starter pack,incitement
2519,radical radical radical radical radical radical muslims cheer terror bombings in boston,stereotypical
14845," rt  "" diversity "" "" = nonwhite ; "" "" white supremacist "" "" = not anti-white . """,white_grievance
20470,"enough! time to not only end abbas, but end funding to the palestinian authority completely with us tax dollars.",incitement
17036,if anything is a black racist-guess its okay to keep denegrating your own race by using the sacred n word . hes a cautionary tale .,white_grievance
19799,"she's an abrahamic, what were you expecting lol :) ?!",irony
17761,blue lives do matterwhen the cop is white,inferiority
19776,out those dunces,threatening
13215,data aren't racist  the datum - in this case  racist anti-white blacks  are though & the numbers are right .,white_grievance
21449,"the organizational and social strategy of 'dune coon' movements like Hezbollah and the Muslim Brotherhood are light years beyond the machinations of the white master race in virtual space, even if we adjust for contextual differences.",stereotypical
15199,i opine  today's america supports jews  chinese  migrated muslims and all races but neglecting its white aborigines !,white_grievance
59,its ok to be white - the book,white_grievance
21442,"Me:: I can't believe that someone could commit such a horrible crime. People can scare me sometimes. Guy:: You know, if black people don't want to be called criminals... Me:: I didn't say anything about what the man looked like. Guy:: [Silence]",stereotypical
6710,: russian tv report on france's white genocide by mass immigration : white people are disappearing from all over france ... ...,white_grievance
10421,another cucked country  suppression of the white man will create havoc in the long run .,other
20007,how on earth can he vow to do that. he can't protect his peeps inside of mexico. his country is like chicago on steroids.,irony
19601,"and as we know, islam is not a religion of peace and tolerance and there is no place for islam in the civilized world.",inferiority
20794,deport islam back where they came from,threatening
12821,we know that libtards hate black people  what if this fallen officer had been white  would he still skip ?,white_grievance
19518,". this is how western civilization ends.whimpering, cowardly surrender to 7th century islamist savages.sad",inferiority
16243,no  their hatred of white people . we saw this when blacks burned white books / art in south africa .,white_grievance
11619,its cowardice that bannon denounced the alt right . i no longer support him,incitement
4551,we're going to have to raise the white consciousness of the #morcucks .,incitement
2122,antifa & other leftists are the ones constantly defending violent muslims & is,stereotypical
12034,"  "" they look white to me . "" "" - jewred taylor """,incitement
20384,all illegals have lowered our pay and taken alot of american jobs. they should be deported. stop protecting or lose funding.,white_grievance
18187,supremacists of any tilt are stupid  black  white or whatever . and yes black supremacists exist  i just have to watch hidden colours to see .,white_grievance
19490,"as an example, obamas white genetics gave him the intelligence to be president.",inferiority
4566,where ? show me examples of white on white crime in republican controlled cities that resemble chicago  baltimore and detroit ? ?,stereotypical
6658,- poland is looking to protect its people.muslims bring with them the baggage of islam . this poses a potential threat .,white_grievance
19304,get rid of that program and start sending them back.the ones that are grown could have applied for citizenship as well as their parents.,inferiority
6461,white supremacy a myth black privilege is real ! via,white_grievance
10132,white man's downfall continues : white race now minority in london via,white_grievance
21115,What does black Fred Flintstone say? I yabba dabba dindu nuthin,irony
14338,it's not okay to be white ... it's glorious .,incitement
21371,"No offense, but that's seriously gay.",irony
11813,the false narrative : it's open season on killing whites and cops via,white_grievance
16960,he should say that . he's an anti-white groid .,white_grievance
13170,because what the white race needs is a military arms race among east asians . those are the competitors,incitement
20377,go back u piece of shits.,threatening
8681,every prez disappoints . just do what is right . israel = good model for whites . i'm leery of jews  but wish them well in israel .,stereotypical
868,white genocide is worldwide  not just in america . it is something we can rally around in every white nation .,incitement
9687,i see that all the time  too . i think the mixed race baby figures are underestimated . white women have gone nuts for this path to single motherhood .,stereotypical
21214,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls don't know how to form their own opinions.,inferiority
19721,"they may have not taken gender study classes, but at least they work & know which bathroom to use.",irony
21310,"you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's not his car .",irony
20367,"no they cannot talk, they communicate by pheromones and by scent. allah forgot that part!you are dismissed",inferiority
12506,like all political whores  #obama is obedient to his #jewish #judaism #news #israel #palestine,stereotypical
6548," 2 million  "" natives "" "" dont get dibs on all of north america . white settlers built what refugees are flocking to . """,white_grievance
2107,american white for ever ... usa,incitement
19544,"i believe it is a combination of heredity, culture, and tradition. things which blacks clearly lack. see detroit",inferiority
1312,every white area / country is the most modern  civilised & clean .. it's no wonder they want to flock like rats .. their countries will be empty one day while ours are over run with them .. its wrong ! people didn't fight & die to protect our countries to be over run today .,inferiority
19687,"the problem is that people like her, who are naive & ignorant about islam, affect not only their own safety, but everyone else's as well.",stereotypical
19620,my eyes are hazel asshole---rt : a race of blue-eyed devils we live amongst. vermin of the planet,inferiority
15604,white boy metal #blackmetal #paganmetal #altright #whitegenocide #nationalsocialism #whitepride,incitement
9003,sadly islamist #palestinians don't want peace with jews . what they want is eternal victimhood death to #israel . #bds,stereotypical
875,white people need to be self reliant no need to stand by for the jew grocery store to feed them,incitement
15293,love white genocide . also see this :,white_grievance
6691,: again how islam with all the hate that has can bring peace ? h,stereotypical
6546," 15 of the 19 hijackers were saudi arabia.saudi arabia is our  "" ally "" "" """,stereotypical
19978,"the so-called intelligent ones who think brexit/trump was victory of ignorance, yet they want islam? beyond stupid",incitement
12443,in germany  if you notice that muslim invaders are raping your women  you're a racist and your fb post is deleted,stereotypical
19635,look at that bunch of drug addled 90 lb weaklings.,inferiority
4421,thank god there are still strong white men like that don't #cuck like the #altlight #newright,incitement
8945,of course tinder was founded by two jews . no surprises .,stereotypical
2202,do you want to save the #whiterace the wise ( #wei #white ) from #whitegenocide ?,white_grievance
19494,the police and sheriff dept in napa ca ignore the illegal aliens. this is what happens when you fail to remove the scum.,inferiority
892,whites are not bothering anybody . people like you feel empowered by the media to demonize them . white p,white_grievance
12671,should change because brian is a self-hating white who pushes his agenda everywhere .,white_grievance
16759,: whites tend to wait until the eleventh hour  when its time to circle the wagons the,incitement
10909,the klan is part off america i'm part off america they think is funny too peace out klan together . blacks kill we all do .,incitement
13751,well i'm a black jew  that's different . israel belongs to us  not the khazars,incitement
3836,#dayafterchristmas in america during the current year . join the #altright  white people . #malls,incitement
6824,citizens to kill jews for no reason . other than they believe everything belongs to them and if your not a muslim you have to die .,stereotypical
19412,"even if i tell him he won't listen because he's quite bright, actually.",irony
5140,it are the two hangmen of the white people .,white_grievance
11588,in what way is it wrong was america not tailored by white people for white people ?,incitement
3693,why i'm a white separatist - : orania : crime-free white aryan community in south africa ( video ),incitement
20382,"ripping off welfare, free lunches, school programs, bi - lingual teachers required =higher taxes. if they don't get it they sue. get out!",white_grievance
332,both north america and europe belong to us . white men conquered and colonized both .,incitement
2388,jews right now throw muslim + arab against white + christian,stereotypical
2393,just another jewish think-tank with a paradoxical name . has nothing to do with heritage at all .,stereotypical
20622,no!!! close the gates!!,threatening
21085,What do you call a bunch of Muslim superheroes? Suicide squad,irony
10094,well jeb ! is a white #antiwhite traitor ...,white_grievance
14897,#zee news has blocked us ! ! ! editors have lost balance . national socialism can not be blocked  we have arrived,incitement
19176,"damn the illegals must of got lost trying to find mexico,wound up in canada instead.",inferiority
9523,black on white crime . specifically targeted because they're white :,white_grievance
5304,racist attacks on white dutch people by mobs of muslim immigrants continue .. via < anger rising #14w,stereotypical
3760,"  "" the jew as a parasite "" "" ( ( ( glyptapanteles ) ) ) """,inferiority
4659,you're the one saying white lives don't matter . that actually makes you the racist,white_grievance
19157,wtf is wrong with this country? this useless piece of trash comes to this country illegally then ruins the lives of 130 people disgusting,inferiority
18144,run your own nations .. your invasion only hurts the ethnic makeup of those distinct european countries .,inferiority
11885,via white privilege conference says resisting jihad terror is racist  bashes robert ... #catholic,stereotypical
20713,sorry to say but you can take the kid out of the ghetto but not the ghetto out of the kid. no reason whatsoever to do what they did.,inferiority
13546,pl . do not listen to your american advisors born in india but now agents of jews like governor and others,incitement
8279,white genocide in america 1960-2060 #swrm #whitegenocide #us via,white_grievance
13110,a national socialist gov would attack corruption at every turn and eliminate it . #wpww #whitepride #whitepower #tcot #capitalism #greed,incitement
9031,spanish are white . some have mixed genes due to islamic occupation  but most are white .,stereotypical
15027,because your fans are mostly white . cohenservatives hate white people .,white_grievance
14822," aren't most  "" white nationalists "" "" tradecucks  jews and / or . gov snitches ? """,stereotypical
9993,the california gop convention is under siege by protesters with mexican flags,white_grievance
20972,"How do you pick up black girls? You burn their village, chain them up and raise the anchors.",irony
11786,strange how no sudden 6million dip in jewish population figures .,stereotypical
15470,that's because it's their religious duty to rid the world of women  permanently .,stereotypical
13740,we either have laws or we don't . your here legally or not . it's black and white . illegals are illegal .,inferiority
8057,racist black goes on shooting spree  says his teachers taught him to hate whites | read more :,stereotypical
11830,the only experts of islam is people who openly study it  not forced to except islam as most are .,stereotypical
21122,Why is all medicine white? Blacks don't work,irony
21006,"How many Jews does it take to cook a dinner? Two. One in the fire, one above the fire.",irony
19997,okay if you believe that then you truly are deluded. hijab is oppressive to woman kind. i revere women. they are humanity's future. be gone,stereotypical
2163,can ice come into classrooms and arrest ? ? ? ! ! ? ? ! ! ? ? ... pleaseee ! ! !,threatening
10964,true . it's the white thing to do is help ur brother or sister out,incitement
7714,cuck erickson : that's racist ! you're all racists !,other
17608,#border patrol ordered to release illegals still soaking wet from rio grande via #immigration,incitement
13663,the same muslim migrants who would happily behead him .,stereotypical
21034,What’s the difference between science and religion? Science will fly you to mars. Religion will fly you into a skyscraper,irony
19975,so should legal aliens sue our immigration dept for making them pay financially and waited for years??,white_grievance
3499,south africa white genocide escalates  international jew-controlled media remains in silence via,stereotypical
20510,no they don't deserve our benifets.so food goes to those who deserve it.they should apply for citizenship first. amen,threatening
16713,. race is more than skin color . iq  voting  welfare  crime  aggression . open a biology book .,inferiority
114,"  "" what our bros & sis experiencing in me : what is coming for us in west . must rise up and awaken . "" "" #bgun """,incitement
6608," so basically your ok with no firing blacks and affirmative action but firing whites because  "" muh free market "" "" . ok . """,white_grievance
17721,and you expect to garner sympathetic coverage from the jewish media if you bend over and ask,stereotypical
6758,and yet a white man gets 15 years for putting bacon on a mosque for step ! thank god for white privilege,irony
1408,i would make white babies with all of them thats what i am willing to do for the white race,incitement
13417,jews take great offense to being called white .,stereotypical
4160,i wonder if this is related to the hordes of imported third worlders . that couldn't be  the jewish elites told us they'd contribute to a stronger  wealthier  more tolerant society and definitely not cause massive social and economic problems .,stereotypical
2751,white americans have remained shockingly european despite decades of race mixing propaganda via,incitement
20200,stop illegal immigrants from voting!,threatening
19866,well she looks better that obamas momma looked in her nude/porn pics,irony
5047,how dare explicitly pro-white folks think they have the right of assembly ! anti-racist is a code word for #antiwhite .,white_grievance
19566,chimps doing what they do best. thisflatisforblacks to force white mum out of home| via,inferiority
14919,2 . they can't commit welfare fraud  by hiding income . 3 . they pay their fair share of taxes . illegal immigration must end  bad 4 all .,stereotypical
20108,"don't let him in, brits! they are either in victim mode or supremacist mode. once inside uk, he'll be a islam-supremacist.",threatening
1030," rt putting the  "" white "" "" back in white house . love it ! """,incitement
20326,feds only deport half of illegal aliens arrested for crimes in america! #immigration #tcot #afire,incitement
1422,if stalin a georgian jew  & adolf a jewish diaspora agent  antisemitismantijewish in unbotched dictionaries  jews safer ?,stereotypical
21114,Whats the best part of an ISIS joke? The Execution,irony
11317,and the jews too . just kidding jews  no one believes you're white except you .,stereotypical
19290,ridiculous to try to have a sane conversation with this islamic puppet. is beyond disgusting.,inferiority
20802,all blackies must go back to africa or israel pl vacate,threatening
20462,stop the illegals! they r criminal in actions! we have had enough! never crooked hillary always trump! trump-pence!,threatening
